job_skills,skill_id
Procurement,4372
Warehouse,4373
Logistics,4374
Campaign Execution,4375
Traffic Analysis,4376
Conversion Trends,4377
Visitor Pathways,4378
Abandonment Analysis,4379
Event Performance,4380
Tagging,4381
Usability,4382
Derived Variables,4383
Analytical Solutions,4384
Process Improvement,4385
Target,4386
Optimizely,4387
Customer Data Platforms,4388
Email Analytics,4389
Voice of Customer,4390
Digital Analytics,4391
Media Analytics,4392
Technical Requirements,4393
System software development,4394
Operating systems,4395
Program Management,4396
Enterprise system architecture,4397
Productivity tools,4398
Process automation,4399
Matrix environment,4400
Technical presentation skills,4401
Tactical thinking,4402
Systematic solutions,4403
BS in EE or CS,4404
7+ years of experience,4405
Modern programming language,4406
Linked and Canonical Data,4407
Protg,4408
Strong Reading,4409
Applied Math,4410
Realtime Processing,4411
Optimization algorithms,4412
Complexity analysis,4413
AdTech,4414
MarTech,4415
Bachelor's degree in computer science,4416
10+ years of software engineering experience,4417
Handson technical experience working with large data sets,4418
Deep knowledge in machine learning,4419
Excellent communicator both to technical and business audiences,4420
Ability to deal with ambiguity in business and technology,4421
Strong interpersonal skills to work with crossfunctional and globally distributed teams,4422
Strong sense of ownership urgency and drive. High on bias for action,4423
Report writing,4424
Data reconciliation,4425
Verbal communication,4426
Priority setting,4427
Scripting languages,4428
Google Big Query,4429
Funnel.io,4430
Google Data Studio,4431
Domo,4432
Google Tag Manager,4433
Dataroma,4434
G Suite,4435
Spreadsheet management,4436
GTM,4437
DTM,4438
Tealium,4439
Signal Tag,4440
LeadsRX,4441
Rockerbox,4442
Multichannel attribution reporting,4443
Marine Science,4444
Environmental Contracts,4445
Data Recording Software,4446
Online Database Applications,4447
Data Quality Assurance and Quality Control (QAQC),4448
Protocol Adherence,4449
Sampling Initiatives,4450
Instrument Calibration,4451
Residency Requirement,4452
Clinical Chemistry,4453
Immunology,4454
Bacteriology,4455
Phlebotomy,4456
Basic Cardiac Life Support (BLS),4457
Associate's Degree,4458
Clinical Lab Sciences,4459
MLT registry,4460
COVID19 vaccination,4461
LevelII trauma center,4462
Cardiovascular services,4463
Openheart surgery,4464
Cardiac catheterization,4465
Oncology services,4466
Radiation therapy,4467
Outpatient infusion,4468
Labor and delivery,4469
Neonatal intensive care unit,4470
Inpatient behavioral health unit,4471
Intensive care,4472
Inpatient rehabilitation units,4473
Ethical behavior,4474
Charitable care,4475
Uninsured discounts,4476
Uncompensated expenses,4477
Database Business Analyst,4478
Business Systems Analyst,4479
Banking Industry,4480
Epic Clarity,4481
Clinical informatics,4482
Database applications,4483
Administrative skills,4484
Team leadership,4485
Facilities management,4486
Casefinding,4487
Data abstraction,4488
Case report form completion,4489
Database use,4490
Data organization,4491
Data submission,4492
Ethical obligations,4493
Medical terminology,4494
Protocol interpretation,4495
Clinical information systems,4496
Health research,4497
Healthcarerelated field,4498
Equal opportunity,4499
Science,4500
Talent solutions,4501
Workforce solutions,4502
Machine Learning frameworks,4503
Microsoft Certified: Azure AI Engineer Associate,4504
Microsoft Certified: Azure DevOps Engineer Expert,4505
Data versioning,4506
Data lineage tracking,4507
Senior Data Engineer,4508
Enterprise Data Pipelines,4509
Data Effectiveness,4510
Agile Software Development,4511
Data Pipelines Architecture,4512
Performance Analysis,4513
Bachelor's Degree in Computer Science Information Systems or Engineering,4514
4+ Years of Experience in Data Management,4515
3+ Years of Experience in Data Engineering,4516
Experience with Data Warehouse Architectures,4517
Experience with ETL/ELT Tools and Technologies,4518
Experience with Data Quality and Data Governance,4519
Experience with Data Modeling and Data Visualization,4520
Experience with Agile Software Development,4521
Experience with Cloud Computing and Big Data Platforms,4522
Data Engineering Certification,4523
Previous Experience in the Wine and Spirits Industry,4524
Data Lake Infrastructure,4525
ETL/ELT Processes,4526
Azure Data Lake Storage,4527
Event Hub,4528
Azure Stream Analytics,4529
Github,4530
Team Culture,4531
SelfManagement,4532
Remote Team Management,4533
Revenue Cycle Analytics,4534
Healthcare Data,4535
Technical Skills,4536
Epic Revenue Cycle,4537
Certified Health Data Analyst (CHDA),4538
4+ Years of Experience,4539
2+ Years of Data Analysis in Healthcare,4540
Proficiency in Epic Clarity and Revenue Cycle Modules,4541
Data Developers,4542
SSIS packets,4543
Visual Studio 2015 or later,4544
Data Tools,4545
SQL Server 2014 or later,4546
Data conversions,4547
ETLs,4548
Data retention rules,4549
Transaction databases,4550
Software development cycle,4551
Team player,4552
SQL Server administration,4553
Experience in developing and working knowledge of .NET and SQL development languages,4554
Proven ability to deliver products with the highest quality and on time,4555
Large Language Modeling (LLM),4556
Clinical Data Analysis,4557
Persistence,4558
Distributed Parallel Training,4559
LargeScale MultiModal Foundation and Generative Models,4560
ParameterEfficient Tuning Techniques,4561
Reinforcement Learning from Human Feedback (RLHF),4562
Prompt Engineering Techniques,4563
CloudBased Infrastructure,4564
Deploying LargeScale Machine Learning Models,4565
Healthcare Domain,4566
Health Provider Led Data Platform,4567
Collaborative Research,4568
Postdoctoral Research,4569
Language Modeling,4570
Clinical Informatics,4571
Medicine,4572
Deep Learning Frameworks,4573
Strong Programming Skills,4574
Publications,4575
Contributions,4576
Tableau Prep Builder,4577
MS Forms,4578
Natural Langauge Processing,4579
Audio Analysis,4580
FDA Approval,4581
SaMD,4582
Freddie Mac,4583
Fannie Mae,4584
Command line,4585
Log analysis,4586
Oracle Database administration,4587
Oracle Database Security,4588
Backup and recovery,4589
Oracle Data Guard,4590
Oracle Cloud Infrastructure (OCI),4591
Oracle Autonomous Database,4592
Network administration,4593
Oracle Grid Control,4594
RAC,4595
SqlServer,4596
Oracle Golden Gate,4597
Oracle Application Express (APEX),4598
Service Requests,4599
Product improvement programs,4600
Product expertise,4601
General IT Security,4602
Database administrator,4603
Network administrator,4604
System administrator,4605
English,4606
Data warehouse,4607
LookML,4608
Hugging Face,4609
Data Reporting Tools,4610
Mathematical Models,4611
Claims Payment Procedures,4612
Health Insurance Business,4613
Health Care Government Programs,4614
Encounters,4615
Supervisory Experience,4616
Cash Advance Underwriting,4617
Collections Methodology,4618
User Retention,4619
Churn Reduction,4620
DataDriven DecisionMaking,4621
FastPaced Environment,4622
DataSets,4623
Data Science Solutions,4624
Underwriting Processes,4625
Collections Processes,4626
Complex Datasets,4627
Actionable Insights,4628
Data Platform Modernization,4629
Data Evangelizing,4630
Modern Datastack,4631
dbt,4632
Dagster,4633
Pulsar,4634
Data Governance Program,4635
Shared Components Development,4636
Data Staging,4637
Continuous Data Listening,4638
Data Extract Generation,4639
Email Publishing,4640
OnCall Support,4641
Offshore Team Collaboration,4642
Cyber technical challenges,4643
Threat thinking,4644
Design thinking,4645
Java programming language,4646
Scala programming language,4647
Python programming language,4648
SQL programming language,4649
Cloudbased data warehousing,4650
UNIX/Linux system,4651
Cash bonus,4652
Long term incentives,4653
Comprehensive health benefits,4654
Other benefits,4655
Diversity and inclusion in the workplace,4656
Drugfree workplace,4657
Criminal background inquiries,4658
Reasonable accommodations for disability,4659
Technical support for recruiting process,4660
Engineering Management,4661
Engineering Technology,4662
EPMS,4663
BMS,4664
Power Distribution Systems,4665
Industrial Control Programmable Logic Controllers,4666
Qualification,4667
Chiller Plants,4668
Domestic and Process Water Systems,4669
Building Automation Systems,4670
Electrical Diagrams,4671
Control Diagrams,4672
Single and 3Phase Circuits,4673
ClientFacing Communication,4674
Internal Communication,4675
MultiTasking Skills,4676
Quick Learner,4677
Adaptable to Software Applications,4678
Computing Infrastructures,4679
Business and technology consulting,4680
Industry and digital solutions,4681
Applications development and management,4682
Managed edgetocloud infrastructure services,4683
Systems integration,4684
Global data centers,4685
PMP Certification,4686
Canadian Federal Government  Secret Clearance,4687
Manufacturing,4688
Aerospace,4689
CNC machining,4690
Team work,4691
Basic computer skills,4692
SPC & Shop Floor System,4693
Blueprint reading,4694
Planning,4695
High school diploma or GED,4696
13 years experience in Aerospace fastener manufacturing,4697
Ability to read and write simple instructions,4698
Basic math skills,4699
Ability to lift up to 30 pounds,4700
Ability to work in a loud environment,4701
Ability to wear personal safety equipment,4702
Medical,4703
FSA/HSA,4704
401K Matching,4705
Vacation Pay,4706
Sick Pay,4707
DataDriven Reporting,4708
Financial Analysis,4709
Business Operations,4710
Business Strategies,4711
Information Flow,4712
ObjectOriented Programming,4713
Graphs,4714
Charts,4715
Project Prioritization,4716
Voice Biomarker Software,4717
Speech Processing/Recognition,4718
FDA approvals,4719
MVP,4720
Acknowledgments,4721
Distributed Antenna System (DAS),4722
Small Cell,4723
4G/5G Private Wireless Networks,4724
Construction Drawings,4725
Scope of Work Documents,4726
Tabulated Test Matrices,4727
PIM,4728
Line Sweep,4729
Fiber Optic Field Tests,4730
Proprietary Software,4731
Return Loss,4732
Insertion Loss,4733
Distance to Fault,4734
Key Performance Indicators (KPIs),4735
MIMO A Stream,4736
MIMO B Stream,4737
Time Stamp,4738
Variances,4739
Thematic Maps,4740
Proofreading,4741
Data Matrices,4742
Quantitative Reasoning,4743
MS Office Suite (Word Excel PowerPoint),4744
MultiTasking,4745
PIM & Sweep Testing,4746
SeeHawk,4747
iBwave,4748
Kaelus Unify,4749
Line Sweep Tools,4750
Exfo Fast Reporter,4751
Data Informatics,4752
SQL Proficiency,4753
Statistical Forecasting,4754
Usability Testing,4755
Clinical Workflows,4756
Clinical Informatic Foundation,4757
User Experience Design,4758
Digital Health Solutions,4759
Epic Clarity Data Model,4760
Epic Clinical Data Model,4761
Certified Health Data Analyst,4762
R Programming,4763
Oral Communication,4764
Healthcare data analysis,4765
AMOS Database,4766
Materials Management,4767
WIP Management,4768
Production Work,4769
English Proficiency,4770
Verbal and Written Communication,4771
Physical Strength,4772
ThoughtSpot,4773
Marketing Mix Modeling (MMM),4774
MultiTouch Attribution Models (MTA),4775
Predictive modeling algorithms,4776
Optimization techniques,4777
Antimoney laundering (AML),4778
CAMS (Certified AntiMoney Laundering Specialist),4779
Business development,4780
Financial reporting,4781
Internal controls,4782
Risk assessment,4783
Bachelor's degree in business,4784
CAMS designation,4785
46 years of advisory or consulting experience,4786
Extensive knowledge of antimoney laundering processes,4787
Experience with internal controls design and implementation,4788
Business and practice development experience,4789
Proven people management relationship building and leadership skills,4790
EL/ML,4791
MN teaching license,4792
Tier 1 or 2 license,4793
Education Minnesota Osseo,4794
Online Keying,4795
Reject Correction,4796
Transaction Reconciliation,4797
Adjustment,4798
File Reconciliation,4799
File Transmission,4800
Error Correction,4801
Balancing,4802
Transit Cash Letter Preparation,4803
Reject Repair,4804
Import File Verification,4805
Export File Processing,4806
Out of Proof Condition Reconciliation,4807
Work Product Comparison,4808
PC Software Package Usage,4809
Computer Output Classification,4810
Software Package Utilization,4811
Encoding,4812
Banking Experience,4813
Billing Experience,4814
Accounting Experience,4815
Software Usage,4816
Input Speed,4817
Data matching,4818
Model testing,4819
Model selection,4820
Realtime model deployment,4821
Containerizing models,4822
Parametric statistical modeling,4823
Nonparametric techniques,4824
Regularization techniques,4825
Variable selection,4826
Feature creation,4827
Programming languages (R Python SPARK SQL),4828
Disparate impact testing,4829
Cloud Native Data Engineering,4830
Spark/Scala Programming,4831
Databricks Framework,4832
Azure Cloud Services,4833
Azure Even Hub,4834
Azure Analytical Services,4835
Azure Cosmos DB,4836
Massively Parallel Processing (MPP) Architecture,4837
Microbatch Streaming,4838
Continuous Streaming Process,4839
Apache Spark Modules,4840
HQL Queries,4841
Hive Data Warehouse,4842
Snowflake Schema,4843
Fact Tables,4844
Dimensional Tables,4845
Technical Design Documents (TDD),4846
DevOps Principles,4847
CD/CI Implementations,4848
Azure Native Services,4849
Customer Relationship Management,4850
Configuration Management (CM),4851
Data Management (DM),4852
Configuration Control Boards (CCBs),4853
Technical Review Boards (TRBs),4854
Configuration Identification,4855
Physical Configuration Audits (PCAs),4856
Functional Configuration Audits (FCAs),4857
CDRL,4858
Contract Data Requirements List (CDRL) packages,4859
Configuration Audits,4860
Configuration Control,4861
Configuration Management Plans,4862
ASSIST database,4863
Defense Department Environment,4864
Software Configuration Audits,4865
Hardware Configuration Audits,4866
Configuration Management Tools,4867
Change Control Process,4868
Change Control Board,4869
Secret Clearance,4870
Public Safety,4871
Computer Aided Dispatch (CAD),4872
Police Records Management Systems (RMS),4873
MS Office 365,4874
VBA,4875
Application Deployment Architecture,4876
Analytical Tools,4877
Teambuilding,4878
OnPremises Infrastructure,4879
CJIS,4880
Telework Policy,4881
Qlik,4882
Sheets,4883
StoryTelling,4884
Operational KPI Metrics,4885
Reporting Systems,4886
HypothesisDriven Analysis,4887
Decision Trees,4888
Neural Networks,4889
Support Vector Machines,4890
Sequential Pattern Discovery,4891
Data protection laws,4892
Payment ecosystem technologies,4893
Data policies,4894
Privacy trainings,4895
Legal practice,4896
J.D. degree,4897
State bar membership,4898
Consumerfacing technology,4899
Inhouse legal experience,4900
distributed database systems,4901
SQL compiler,4902
data storage systems,4903
distributed systems,4904
data structures,4905
algorithms,4906
database internals,4907
operating systems,4908
I/O systems,4909
scalability,4910
performance,4911
microservices,4912
team leadership,4913
concurrency,4914
parallelization,4915
modular design,4916
simplicity,4917
iteration,4918
continuous evolution,4919
communication,4920
collaboration,4921
teamwork,4922
startup,4923
fun,4924
accomplishment,4925
Sustainment,4926
Cloud Environments,4927
Life Cycle Support,4928
Enterprise Logistics Readiness Portfolio,4929
Cargo and Personnel Movement,4930
System/Product Capabilities,4931
Automated Processes,4932
Production Systems,4933
Cloud Native Services,4934
Software Platforms,4935
Technical Sustainment,4936
Software Changes,4937
Deficiencies,4938
Relationship Management,4939
Test Environments,4940
Production Environments,4941
Cloud Spend,4942
Scrum Master,4943
Continuity of Operations Plans,4944
Wireless Networks,4945
WANs/LANs,4946
Firewalls/Routers,4947
Secure Information Interchange,4948
Public Key Infrastructure (PKI),4949
Data Encryption,4950
Software Instrumentation,4951
Data Stores,4952
Failover Software,4953
VPN,4954
VDI,4955
IT,4956
Remedy,4957
BitBucket,4958
DevSecOps,4959
SonarQube,4960
ACAS,4961
Agile DevSecOps,4962
DoD Secret Clearance,4963
DoD 8140 Compliance,4964
Software/Cloud Architect,4965
DoD Applications,4966
Development Environments,4967
GovCloud/CloudOne (C1),4968
Database Platforms,4969
Microsoft SQL 2012,4970
AWSnative Database Solutions,4971
Automated Testing Strategies,4972
Employee Stock Ownership Plan (ESOP),4973
401k Plan,4974
Medical Plans,4975
Dental Plans,4976
Vision Plans,4977
Life & AD&D Insurance,4978
Employee Assistance Program,4979
Wellness Resources,4980
Training and Development Programs,4981
Life & AD&D Insurance for Employee Spouse and Children,4982
Shortterm Disability,4983
Longterm Disability,4984
Legal Shield,4985
Identity Theft Protection,4986
Pet Insurance,4987
Visibility,4988
IT Security,4989
Data & Systems,4990
Vulnerability Management,4991
IT Operations,4992
Systems Management,4993
Windows OS,4994
Public Cloud,4995
Vulnerability Findings,4996
CVE,4997
CPE,4998
CVSS,4999
NIST,5000
DBMS,5001
QlikSense,5002
Communication protocols,5003
Matrix multiplications,5004
BLAS,5005
GraphBLAS,5006
Kernelbypass,5007
Userspace drivers,5008
SIMD Assembly,5009
GPGPU,5010
Parallel algorithms,5011
Graph Theory,5012
Information Theory,5013
Optimization Theory,5014
Combinatorics,5015
CMake,5016
Standard tooling,5017
Efficiency,5018
Intelligence,5019
Artificial Intelligence (AI),5020
TS/SCI clearance,5021
Polygraph,5022
Distributed Data/Computing Tools,5023
Customerfacing Products,5024
Success Metrics,5025
Customer Inputs,5026
Product Value Propositions,5027
Engineering Leadership,5028
Influential Leadership,5029
Partner Teams,5030
Solution Architects,5031
Customer Success,5032
Complex Products,5033
Equity Awards,5034
Flexible Time Off,5035
Family Planning,5036
Gym Reimbursement,5037
Personal Development Fund,5038
Mental Wellness Resources,5039
Annual Performance Bonus,5040
Machine learning engineering,5041
Python development,5042
Special Operations Community,5043
Briefing military leaders and officers,5044
Automating analytic workflows,5045
Data frames,5046
Quantitative modeling,5047
Supervised and unsupervised machine learning algorithms,5048
Technical requirements,5049
Managing databases,5050
Software architecture for containerization tools,5051
Extract Transform and Load (ETL) tools,5052
Data pipeline development,5053
Geopandas,5054
Visualization tools,5055
Anaconda,5056
R Studio,5057
DoD and IC domains,5058
Artificial intelligence principles,5059
Upskilling programs,5060
Wellness programs,5061
HSA contributions,5062
Paid parental leave,5063
401 (k) match,5064
Flexible schedules,5065
Remote and hybrid locations,5066
Drupal,5067
Database systems,5068
Queue based messaging systems,5069
Geospatial data management,5070
Data governance platforms,5071
Continuous integration,5072
Continuous deployment,5073
Agile Scrum,5074
User testing,5075
User flows,5076
Wireframes,5077
Site maps,5078
Mockups,5079
Storyboards,5080
Data challenges,5081
Go,5082
JVM,5083
Analytical problemsolving,5084
Systems administration,5085
Hadoop ecosystems,5086
Opensource products,5087
Test driven methodologies,5088
Big Data technologies,5089
Advanced Analytical Methods,5090
Data Flow Diagram,5091
ER Diagram,5092
Data Mastering,5093
Enterprise Data,5094
MDM,5095
Data Representation,5096
Data Normalization,5097
Data Persistence,5098
Data Exchange,5099
Technology Strategy,5100
PTX,5101
GPU Computing,5102
Autonomous Driving,5103
ISA,5104
NVIDIA GPUs,5105
PTX Compiler Front End,5106
Optimizer,5107
Object files,5108
Debug information,5109
Linkers,5110
Loaders,5111
Driver Compiler Interface,5112
LLVM,5113
MLIR,5114
JIT compilers,5115
Compiler Front end,5116
LLVM IR,5117
Strategic planning,5118
Data ethics,5119
Robotics,5120
Blockchain,5121
Cryptocurrency,5122
Internet of Things,5123
Augmented reality,5124
Virtual reality,5125
Mixed reality,5126
5G,5127
WiFi 6,5128
Edge computing,5129
Quantum computing,5130
Clinical Processes,5131
Nursing Practice,5132
Nursing Metrics,5133
Nursing Quality Indicators,5134
Literature Reviews,5135
Basic Life Support,5136
BLS,5137
Scheduling Flexibility,5138
Telework,5139
Selective Service Registration,5140
Written and Spoken English,5141
Probationary Period,5142
Background Security Investigation,5143
Online Onboarding Process,5144
PreEmployment Physical Examination,5145
Influenza Vaccination Program,5146
COVID19 Vaccination Program,5147
Accreditation Commission for Education in Nursing (ACEN),5148
Commission on Collegiate Nursing Education (CCNE),5149
MSN Bridge Program,5150
Professional Nursing Registration,5151
State Territory or Commonwealth Nursing Registration,5152
Salesforce Data Cloud,5153
Salesforce Marketing Cloud,5154
Apex,5155
Visualforce & Lightning,5156
Web based technologies (SOAP REST),5157
Jitterbit,5158
User Acceptance Testing,5159
Project planning,5160
Legacy debt,5161
Customer data platforms,5162
Model Development,5163
Matplotlib,5164
Technical Proposal Writing,5165
Statistical Analysis Methodologies,5166
Design of Experiments,5167
Database Languages,5168
Data Science Tools,5169
AI/ML Development,5170
High Level APIs and Libraries,5171
Performance counseling,5172
Inventory,5173
Menu planning,5174
Menu development,5175
Menu implementation,5176
Food quality standards,5177
Food handling,5178
Cost controls,5179
Budget monitoring,5180
Culinary education,5181
Chef experience,5182
Fine dining,5183
Casual dining,5184
Banquets,5185
Artistic ability,5186
Cost control,5187
Wage control,5188
Food products,5189
Standard recipes,5190
Food Handler's Certification,5191
ServSafe Training,5192
MultiUnit Operations,5193
Warehouse Operations,5194
Inventory Tracking Systems,5195
Purchasing contracts,5196
Cloud Technologies,5197
New Ways of Working,5198
Data Product,5199
Domain Driven Data,5200
Analytics Engineering,5201
Model Engineering,5202
Model Governance,5203
Model Ops,5204
Regression Models,5205
Machine Learning Systems,5206
AI Products,5207
AI Solutions,5208
Code Reviews,5209
Models,5210
Experiments,5211
Functionality,5212
Special Projects,5213
Technology Architect,5214
Undergraduate Degree,5215
Graduate Degree,5216
Cloud Infrastructures,5217
Artificial Intelligence Platforms,5218
Artificial Intelligence Applications,5219
Artificial Intelligence Devices,5220
Deployment Plan,5221
Artificial Intelligence/Machine Learning,5222
Artificial Intelligence Acumen,5223
Latest Technologies,5224
Latest Tools,5225
Strategic ownership,5226
Digital channel and audience insights,5227
First and thirdparty data sources,5228
Digital consumption best practices,5229
Customer segments,5230
Visual storytelling with data,5231
Subject matter experts,5232
Datadriven marketing,5233
Conversion rate optimization,5234
Customer experience activities,5235
Digital marketing experience,5236
Marketing strategy,5237
Channel strategy,5238
Business math statistics computer science,5239
MBA MS,5240
Customer Relationship Management (CRM) systems,5241
Marketing Automation platforms,5242
Numerical skills,5243
Executive level presentations,5244
Complex initiatives,5245
Buyin from leadership and stakeholders,5246
Actionable insights,5247
Business analytics,5248
Complex business questions,5249
Commercial impact,5250
Direct and influence without authority,5251
Change implementation,5252
Diverse teams,5253
Statistical resources,5254
Technical resources,5255
Marketing resources,5256
Motivated,5257
Collaborative,5258
Innovative,5259
Information technology group,5260
Digital technologies,5261
IT infrastructure,5262
Business systems,5263
Collaborative and social technologies,5264
Project leadership,5265
Cloud based data warehousing,5266
SAP MDG,5267
S4 Hanna,5268
SAP Business Client,5269
SAP Legacy systems,5270
Master data maintenance,5271
Data standardization,5272
Data remediation,5273
Data auditing,5274
Operational master data maintenance experience,5275
Training experience,5276
ERP experience,5277
Gameday Compliance Monitoring,5278
Basic Agreement,5279
Major League Rules,5280
Major League Baseball Regulations,5281
Club Compliance,5282
Sign Stealing Enforcement,5283
Electronic Devices Enforcement,5284
Video Hardware,5285
Replay Software,5286
Clubhouse Atmosphere,5287
Live Situations,5288
FastPaced Situations,5289
HighPressure Situations,5290
Baseball,5291
MLB Rules,5292
Business Focus,5293
Technology Driven,5294
Human Centered,5295
Transformational Leadership,5296
Learner,5297
5+ years in Digital Product Management,5298
Bachelor's Degree in Computer Science or Engineering,5299
MBA or Master's degree,5300
3+ years in Agile Product Management,5301
Experience translating business strategy into consumer facing digital products,5302
GenAI,5303
Preprocessing,5304
Software Development Mentorship,5305
HighTrust Relationships,5306
Hybrid Work Environment,5307
Counseling Benefit,5308
RRSP Matching,5309
RESP Contribution,5310
Clioversary Recognition Program,5311
Legal Software,5312
CloudBased Solutions,5313
Legal Practice Management,5314
Diversity Inclusion Belonging and Equity (DIBE),5315
Accessibility,5316
Equal Employment,5317
Cloud Analytics,5318
Data Movement ETL Technologies,5319
Risk/Regulatory Drivers,5320
ERP Implementation,5321
SAP Functionality,5322
SAP Training,5323
Solutioning Workshops,5324
Financial Data Analysis,5325
Company Financials,5326
P&L Statements,5327
Financial Metrics,5328
FMCG Industry,5329
Global Food Industry,5330
Data lifecycle,5331
Data stewardship,5332
Data catalog,5333
Data taxonomy,5334
Data classification,5335
Data masking,5336
Data encryption,5337
Data anonymization,5338
Data regulations,5339
Data monetization,5340
Datadriven decision making,5341
Data Journalism,5342
Geospatial Mapping,5343
Word Processing,5344
Database Programs,5345
Data Mining Techniques,5346
CPCU,5347
ESG,5348
Sustainability,5349
Risk Modeling,5350
Claims Handling,5351
Estimating,5352
Underwriting,5353
Rating,5354
Extreme Events,5355
CompTIA Security+CE,5356
Bachelor's in Engineering Computer Science Telecommunications,5357
Remedy Action Request System,5358
DBMS Design Concepts,5359
Table Structures,5360
Indexing Methods,5361
Replication Schedules,5362
Data Queries,5363
Report Generation Formats,5364
Database Usage Monitoring,5365
Data Compatibility Troubleshooting,5366
Data Integrity Troubleshooting,5367
Database Administration Policies,5368
Database Administration Procedures,5369
Quantitative Finance,5370
AntiMoney Laundering (AML),5371
Model Validation,5372
CAMS Certification,5373
GCP Vertex,5374
AWS Sagemaker,5375
Datadriven Development,5376
Model Training and Finetuning,5377
Model Testing and Deployment,5378
Feature and Product Metrics,5379
Research and Publications,5380
Semantic Enrichment,5381
SHACL,5382
Tesla Manufacturing Engineer,5383
Manufacturing equipment and processes,5384
Process integration,5385
Factory optimization,5386
Software solutions,5387
Datadriven models,5388
Data aggregation pipelines,5389
Apache AirFlow,5390
ClickHouse,5391
JMP,5392
Minitab,5393
Plotly,5394
React JS,5395
Vertica,5396
Weibull plots,5397
Design of experiments (DOEs),5398
Semiconductor manufacturing,5399
Power electronics manufacturing,5400
Battery manufacturing,5401
High volume manufacturing,5402
Data driven decision making,5403
Aetna PPO and HSA plans,5404
Dental and vision plans,5405
401(k) with employer match,5406
Employee Stock Purchase Plans,5407
Company paid insurance,5408
Sick and Vacation time,5409
Paid Holidays,5410
Backup childcare and parenting support resources,5411
Voluntary benefits,5412
Weight Loss and Tobacco Cessation Programs,5413
Tesla Babies program,5414
Commuter benefits,5415
Employee discounts and perks program,5416
Stakeholder Observation,5417
Organization Skills,5418
Healthcare Experience,5419
Inpatient Experience,5420
Outpatient Experience,5421
Epic Clarity Data Model Certification,5422
Epic Clinical Data Model Certification,5423
Certified Health Data Analyst (CHDA) Certification,5424
SSMS,5425
Stored procedures,5426
Data migration requirements,5427
BODS ETL tool,5428
Extraction,5429
Financial data migration,5430
Financial data reporting,5431
Data Center Infrastructure Management (DCIM),5432
Electric Power Monitoring Systems (EPMS),5433
Building Management Systems (BMS),5434
Quality Assurance (QA),5435
Standard Operating Procedures (SOPs),5436
Industrial Control Programmable Logic Controllers (PLC),5437
BAS/BMS systems,5438
Chiller plants,5439
Single and 3phase circuits,5440
Control Drawings,5441
Sequence of Operations,5442
Bill of Materials,5443
Graphical User,5444
Interface requirements,5445
Functional Specifications,5446
Electrical diagrams,5447
Control diagrams,5448
Ionizing radiation,5449
Budget control,5450
Liaison,5451
Regulation,5452
CT,5453
MRI,5454
Mammography,5455
Diagnostic radiology,5456
NMHS/NMMC Policies/Procedures/Guidelines,5457
Local/State/Federal policies/procedures/guideline/regulations/laws/statues,5458
High School diploma,5459
AMA approved school,5460
ARRT or RDMS,5461
Mississippi Medical Technical License,5462
CPR,5463
Imitation Learning,5464
Generative Adversarial Networks,5465
TimeSeries Analysis,5466
Dynamic Systems,5467
Electric Vehicle Controls,5468
Energy Management,5469
Charging,5470
Vehicle Suspension,5471
M.S. or Ph.D. in Machine Learning Engineering Computer Science or STEM,5472
5+ years of industry experience in ML systems,5473
Passenger Volume Forecasting,5474
Aviation Industry Research,5475
Microsoft Power Apps,5476
Qualitative Data Analysis,5477
Quantitative Data Analysis,5478
Innovative Ideas,5479
Advanced Writing Skills,5480
AML Compliance,5481
Customer Onboarding,5482
Customer Due Diligence,5483
Surveillance,5484
Sanction,5485
RiskBased Approach,5486
ACAMS Certification,5487
Independent Third Parties,5488
Financial Regulations,5489
crime analytics,5490
data analysis,5491
data interpretation,5492
data management,5493
data presentation,5494
data visualization,5495
law enforcement,5496
strategic leadership,5497
project management,5498
report writing,5499
public speaking,5500
problem solving,5501
decision making,5502
1 year of specialized experience in law enforcement security and crime analysis,5503
1 year of prior management/leadership experience,5504
Strong understanding of tools databases techniques and resources available to conduct intelligence operations as well as strategic tactical and operational analysis,5505
Experience supervising others,5506
Valid motor vehicle operator's permit,5507
CrossFunctional Data Collaboration,5508
5+ years experience in data science,5509
ARIMA,5510
Exponential Smoothing,5511
Time Series Decomposition,5512
Talent,5513
TOP SECRET security clearance,5514
U.S. Citizen,5515
Microsoft Suite,5516
Front Office Leadership,5517
Federal and DoD Acquisitions Knowledge,5518
Project/Program Management,5519
USAF/Cyber Experience,5520
Mechanical,5521
Electrical,5522
Performance appraisals,5523
3D modeling,5524
Punchlist,5525
Subcontractors,5526
Suppliers,5527
Building information modeling,5528
Contract documents,5529
Drawings,5530
Specifications,5531
Physical ability,5532
Vision abilities,5533
Exposure to moving mechanical parts,5534
Exposure to fumes or airborne particles,5535
Exposure to outside weather conditions,5536
Exposure to risk of electrical shock,5537
Noise,5538
Data Warehousing Architecture,5539
Functional Programming,5540
AWS GLUE,5541
Software as a Medical Device,5542
Query Authoring,5543
Cloud Security,5544
Data Input,5545
Data Troubleshooting,5546
Spreadsheet Software,5547
Data Analysis Techniques,5548
Industry Best Practices,5549
Continuous Learning,5550
Data Requirements Gathering,5551
Biomedical Informatics,5552
Sustainable Research Clusters,5553
Research Collaborations,5554
Grants Writing,5555
Extramural Funding,5556
Scientific Publication,5557
Teaching,5558
Industry Partnerships,5559
Government Agencies,5560
Conferences,5561
Workshops,5562
